RecordNumber;customerId;Name;Surname;CustomerAddress;ZipCode;NationalID;DateOfBirth;Street;City
240;678135;Léa;Moreau;Toulouse Rue des Martyrs;15535;977065601;2/12/1999;Rue des Martyrs;Toulouse
241;545497;Léa;Bernard;Paris Boulevard Saint-Germain;35862;1219473553;6/28/1985;Boulevard Saint-Germain;Paris
242;979207;Hugo;Simon;Marseille Rue de Rivoli;31499;649868080;2/28/1971;Rue de Rivoli;Marseille
243;907062;Manon;Moreau;Paris Avenue Montaigne;52529;7899777275;7/7/1996;Avenue Montaigne;Paris
244;983538;Léa;Leroy;Lyon Avenue Montaigne;44781;8654437278;9/25/1989;Avenue Montaigne;Lyon
245;872142;Manon;Bernard;Strasbourg Rue de Rivoli;90949;7473796143;4/21/1981;Rue de Rivoli;Strasbourg
246;558491;Louis;Bernard;Paris Avenue des Champs-Élysées;63315;8748184470;12/20/1971;Avenue des Champs-Élysées;Paris
247;902911;Nathan;Martin;Toulouse Avenue des Champs-Élysées;99657;1544130708;7/10/1997;Avenue des Champs-Élysées;Toulouse
248;599003;Rose;Durand;Toulouse Rue des Martyrs;80528;1817857525;8/3/1998;Rue des Martyrs;Toulouse
249;686189;Manon;Thomas;Nice Rue de Rivoli;80526;6726677871;8/23/1986;Rue de Rivoli;Nice
250;796046;Arthur;Moreau;Nice Rue de la République;79393;6359238608;9/12/1999;Rue de la République;Nice
251;923363;Hugo;Simon;Marseille Rue de la République;48071;2523074710;9/24/1996;Rue de la République;Marseille
252;320229;Lucas;Moreau;Paris Rue de la République;60143;2914688415;12/15/2003;Rue de la République;Paris
253;856199;Camille;Dubois;Paris Rue de la République;97754;1843558548;4/30/2003;Rue de la République;Paris
254;418609;Rose;Martin;Lyon Avenue des Champs-Élysées;9800;6187115368;12/17/1986;Avenue des Champs-Élysées;Lyon
255;649896;Arthur;Leroy;Nice Avenue Victor Hugo;88128;5258771199;7/29/1997;Avenue Victor Hugo;Nice
256;346913;Rose;Durand;Lyon Rue des Martyrs;71302;3591546402;8/31/1983;Rue des Martyrs;Lyon
257;392532;Chloé;Bernard;Toulouse Rue des Martyrs;27646;7313173415;8/16/1993;Rue des Martyrs;Toulouse
258;341862;Lucas;Dubois;Strasbourg Rue de Rivoli;96688;5715708729;7/3/1990;Rue de Rivoli;Strasbourg
259;347992;Rose;Leroy;Nice Avenue des Champs-Élysées;69159;2025220723;10/12/2004;Avenue des Champs-Élysées;Nice
260;290708;Gabriel;Richard;Marseille Rue des Martyrs;25871;6108515521;1/16/1979;Rue des Martyrs;Marseille
261;908827;Emma;Richard;Paris Avenue Montaigne;88949;2515906184;8/9/1972;Avenue Montaigne;Paris
262;199807;Gabriel;Durand;Strasbourg Rue de Rivoli;18054;7526424350;8/23/1992;Rue de Rivoli;Strasbourg
263;736826;Hugo;Dubois;Toulouse Avenue Montaigne;10279;7661482150;7/24/1980;Avenue Montaigne;Toulouse
264;333526;Manon;Robert;Lyon Avenue Victor Hugo;78700;2349793931;3/11/2004;Avenue Victor Hugo;Lyon
265;684222;Rose;Moreau;Paris Boulevard Saint-Germain;81232;1135446377;6/27/1986;Boulevard Saint-Germain;Paris
266;849911;Rose;Martin;Nice Rue des Martyrs;63824;7076334445;10/25/1980;Rue des Martyrs;Nice
267;755209;Arthur;Petit;Lyon Avenue Montaigne;90416;8892081241;11/23/1972;Avenue Montaigne;Lyon
268;912642;Camille;Petit;Marseille Boulevard Saint-Germain;55732;8293309415;7/6/1971;Boulevard Saint-Germain;Marseille
269;228068;Arthur;Moreau;Paris Rue Lafayette;57156;8278212805;4/10/1970;Rue Lafayette;Paris
270;394028;Lucas;Bernard;Lyon Avenue Montaigne;44846;4241887848;3/20/1975;Avenue Montaigne;Lyon
271;173922;Milo;Leroy;Marseille Boulevard Saint-Germain;1924;8407061484;7/31/1974;Boulevard Saint-Germain;Marseille
272;356431;Jade;Dubois;Lyon Rue de la Paix;73837;5242517263;3/2/1977;Rue de la Paix;Lyon
273;338633;Manon;Thomas;Toulouse Rue de Rivoli;90433;836186834;9/23/1982;Rue de Rivoli;Toulouse
274;92494;Emma;Durand;Strasbourg Avenue Victor Hugo;99925;4759658319;4/16/1987;Avenue Victor Hugo;Strasbourg
275;518767;Nathan;Thomas;Strasbourg Rue de la Paix;85654;3699006379;5/30/2001;Rue de la Paix;Strasbourg
276;228068;Jade;Dubois;Toulouse Rue des Martyrs;90400;7192139671;11/15/1999;Rue des Martyrs;Toulouse
277;536307;Gabriel;Petit;Paris Rue de Rivoli;63289;1419328034;11/29/1994;Rue de Rivoli;Paris
278;266475;Milo;Petit;Nice Rue de la République;10154;3323357604;10/31/1997;Rue de la République;Nice
279;749493;Milo;Bernard;Marseille Avenue des Champs-Élysées;30466;838727689;2/20/1970;Avenue des Champs-Élysées;Marseille
280;74900;Manon;Richard;Lyon Boulevard Haussmann;86059;1588563405;4/19/1993;Boulevard Haussmann;Lyon
281;148722;Inès;Bernard;Paris Rue des Martyrs;63501;4460353628;12/30/1979;Rue des Martyrs;Paris
282;411781;Emma;Thomas;Marseille Avenue Montaigne;76645;499659392;9/27/1972;Avenue Montaigne;Marseille
283;726960;Nathan;Dubois;Marseille Boulevard Haussmann;42350;7273078301;3/16/1972;Boulevard Haussmann;Marseille
284;161110;Milo;Bernard;Strasbourg Avenue Montaigne;75152;7508943546;1/23/1993;Avenue Montaigne;Strasbourg
285;320229;Louis;Bernard;Paris Rue des Martyrs;64834;7820743794;7/12/1980;Rue des Martyrs;Paris
286;105624;Louis;Petit;Lyon Rue de la Paix;36810;6506894342;9/10/1983;Rue de la Paix;Lyon
287;796888;Lucas;Richard;Lyon Boulevard Haussmann;21876;1033957186;11/4/1996;Boulevard Haussmann;Lyon
288;821113;Manon;Bernard;Paris Rue des Martyrs;46978;8247900300;6/24/2000;Rue des Martyrs;Paris
289;907062;Milo;Dubois;Paris Avenue Victor Hugo;88049;6813325159;11/3/1996;Avenue Victor Hugo;Paris
290;782030;Arthur;Moreau;Toulouse Avenue Montaigne;93250;8437544191;7/11/2003;Avenue Montaigne;Toulouse
291;347992;Arthur;Petit;Lyon Avenue Montaigne;51079;2697675175;9/30/1996;Avenue Montaigne;Lyon
292;479134;Emma;Moreau;Paris Rue de la République;83927;5280937861;10/26/2002;Rue de la République;Paris
293;302218;Inès;Richard;Nice Rue de la Paix;82248;2529676291;9/21/1995;Rue de la Paix;Nice
294;89670;Arthur;Thomas;Lyon Boulevard Saint-Germain;68435;9913117704;11/24/1978;Boulevard Saint-Germain;Lyon
295;426204;Léa;Martin;Toulouse Avenue Montaigne;79294;3279721555;3/22/1973;Avenue Montaigne;Toulouse
296;718208;Manon;Bernard;Marseille Avenue Montaigne;27024;5109604894;3/14/1985;Avenue Montaigne;Marseille
297;648312;Chloé;Thomas;Toulouse Rue des Martyrs;71885;4007398372;1/29/1985;Rue des Martyrs;Toulouse
298;815891;Léa;Martin;Strasbourg Rue des Martyrs;22954;560389493;8/2/1998;Rue des Martyrs;Strasbourg
299;140948;Emma;Richard;Marseille Boulevard Saint-Germain;62157;7897730301;3/3/1999;Boulevard Saint-Germain;Marseille
300;991010;Jade;Richard;Lyon Rue de la République;29586;5645416971;2/6/1999;Rue de la République;Lyon
301;516686;Chloé;Bernard;Lyon Avenue Montaigne;34133;9951045278;11/15/2005;Avenue Montaigne;Lyon
302;493152;Louis;Richard;Marseille Rue Lafayette;24218;8823622263;4/9/1974;Rue Lafayette;Marseille
303;220565;Louis;Moreau;Nice Avenue des Champs-Élysées;8943;7868653329;12/20/2001;Avenue des Champs-Élysées;Nice
304;943;Louis;Richard;Marseille Rue de Rivoli;35190;638298415;5/3/2002;Rue de Rivoli;Marseille
305;782377;Camille;Dubois;Marseille Boulevard Haussmann;40344;1277951918;7/11/1978;Boulevard Haussmann;Marseille
306;424202;Milo;Simon;Strasbourg Boulevard Haussmann;94159;6803593703;9/2/2005;Boulevard Haussmann;Strasbourg
307;592635;Arthur;Robert;Nice Rue de la République;65654;814678815;12/10/1982;Rue de la République;Nice
308;726960;Gabriel;Durand;Toulouse Avenue Montaigne;52826;3608723341;11/7/1993;Avenue Montaigne;Toulouse
309;232715;Léa;Dubois;Strasbourg Rue de la Paix;71945;5240780560;11/14/1992;Rue de la Paix;Strasbourg
310;418609;Hugo;Petit;Marseille Avenue des Champs-Élysées;43298;1661865259;10/16/2001;Avenue des Champs-Élysées;Marseille
311;961129;Arthur;Dubois;Lyon Boulevard Haussmann;29813;6815206475;9/30/2000;Boulevard Haussmann;Lyon
312;369109;Lucas;Richard;Lyon Boulevard Haussmann;9058;7709149693;12/13/1988;Boulevard Haussmann;Lyon
313;982559;Lucas;Bernard;Toulouse Rue Lafayette;76137;9318160615;5/10/2000;Rue Lafayette;Toulouse
314;254203;Nathan;Leroy;Marseille Avenue Victor Hugo;76517;4755449286;10/4/1999;Avenue Victor Hugo;Marseille
315;20002;Chloé;Dubois;Lyon Avenue Victor Hugo;54699;4770195249;10/26/1970;Avenue Victor Hugo;Lyon
316;572116;Arthur;Durand;Toulouse Boulevard Haussmann;3303;129587540;2/2/1970;Boulevard Haussmann;Toulouse
317;822305;Milo;Durand;Toulouse Boulevard Saint-Germain;23806;1103698257;8/11/1979;Boulevard Saint-Germain;Toulouse
318;567930;Emma;Martin;Marseille Avenue Montaigne;74521;7992257154;1/18/1996;Avenue Montaigne;Marseille
319;926535;Jade;Bernard;Nice Rue Lafayette;26049;6156032762;11/4/1979;Rue Lafayette;Nice
320;242503;Arthur;Durand;Toulouse Rue des Martyrs;32702;6069106784;3/17/1988;Rue des Martyrs;Toulouse
321;414975;Léa;Durand;Toulouse Boulevard Haussmann;44134;9002760434;12/28/1977;Boulevard Haussmann;Toulouse
322;476962;Rose;Leroy;Marseille Rue de la Paix;81830;6635238972;2/1/1986;Rue de la Paix;Marseille
323;100865;Inès;Moreau;Lyon Rue Lafayette;99044;9125911856;12/28/1997;Rue Lafayette;Lyon
324;625496;Rose;Petit;Lyon Rue des Martyrs;23439;111456258;4/19/1994;Rue des Martyrs;Lyon
325;11035;Chloé;Bernard;Nice Rue de Rivoli;49331;6722968065;2/1/1982;Rue de Rivoli;Nice
326;272618;Inès;Petit;Nice Avenue des Champs-Élysées;49116;6117115814;8/4/1982;Avenue des Champs-Élysées;Nice
327;782030;Chloé;Simon;Lyon Avenue des Champs-Élysées;16442;8985408550;9/30/1992;Avenue des Champs-Élysées;Lyon
328;411781;Hugo;Simon;Paris Rue de la Paix;76186;8858276698;9/20/1995;Rue de la Paix;Paris
329;117368;Rose;Dubois;Nice Rue de la Paix;93196;3835468634;4/9/1970;Rue de la Paix;Nice
330;398303;Hugo;Dubois;Marseille Rue Lafayette;9721;6341521952;4/4/1996;Rue Lafayette;Marseille
331;439523;Léa;Bernard;Toulouse Rue de Rivoli;23810;2126436705;2/7/1971;Rue de Rivoli;Toulouse
332;251659;Milo;Bernard;Marseille Avenue Montaigne;63504;2842813545;3/14/1987;Avenue Montaigne;Marseille
333;724328;Louis;Richard;Toulouse Rue Lafayette;90161;8007821694;10/12/1982;Rue Lafayette;Toulouse
334;594569;Nathan;Leroy;Marseille Boulevard Saint-Germain;56286;6181829180;11/23/1984;Boulevard Saint-Germain;Marseille
335;650854;Rose;Robert;Paris Rue de la République;81414;7936279067;9/27/1987;Rue de la République;Paris
336;302218;Emma;Moreau;Paris Rue de la Paix;63438;4601969492;4/2/1976;Rue de la Paix;Paris
337;625496;Nathan;Petit;Lyon Rue Lafayette;23296;2510342185;1/14/1990;Rue Lafayette;Lyon
338;606136;Emma;Petit;Strasbourg Avenue des Champs-Élysées;85895;3803242606;5/21/1975;Avenue des Champs-Élysées;Strasbourg
339;923363;Emma;Bernard;Paris Rue des Martyrs;63439;9034754189;8/19/1989;Rue des Martyrs;Paris
340;908827;Jade;Simon;Marseille Avenue Victor Hugo;13126;8685597994;11/3/1993;Avenue Victor Hugo;Marseille
341;153807;Gabriel;Bernard;Strasbourg Boulevard Haussmann;48342;5358012435;3/21/1998;Boulevard Haussmann;Strasbourg
342;643418;Arthur;Leroy;Strasbourg Avenue Victor Hugo;33067;4384036639;10/29/1986;Avenue Victor Hugo;Strasbourg
343;654353;Inès;Moreau;Toulouse Avenue des Champs-Élysées;88675;7476431626;6/3/1973;Avenue des Champs-Élysées;Toulouse
344;144829;Hugo;Leroy;Paris Rue des Martyrs;55160;7101548571;7/26/1998;Rue des Martyrs;Paris
345;36032;Chloé;Bernard;Marseille Avenue Victor Hugo;93921;9313626101;2/28/1982;Avenue Victor Hugo;Marseille
346;20293;Arthur;Durand;Marseille Rue des Martyrs;19584;9612264661;4/21/1971;Rue des Martyrs;Marseille
347;572116;Milo;Leroy;Nice Rue des Martyrs;54544;1578457254;12/5/1998;Rue des Martyrs;Nice
348;144829;Chloé;Simon;Paris Rue de Rivoli;60134;2316663001;6/21/1996;Rue de Rivoli;Paris
349;591353;Milo;Petit;Lyon Rue de Rivoli;40784;3131798491;6/27/1970;Rue de Rivoli;Lyon
350;302218;Camille;Petit;Strasbourg Rue de Rivoli;6025;4764718561;5/30/1974;Rue de Rivoli;Strasbourg
351;921529;Louis;Martin;Lyon Rue de la République;59365;3665004284;2/5/1988;Rue de la République;Lyon
352;917423;Hugo;Dubois;Strasbourg Avenue des Champs-Élysées;1259;6944126621;3/23/1988;Avenue des Champs-Élysées;Strasbourg
353;995205;Léa;Dubois;Lyon Rue de Rivoli;46441;8396510717;2/15/2001;Rue de Rivoli;Lyon
354;621278;Manon;Leroy;Paris Rue de la Paix;42273;3017266192;7/19/1976;Rue de la Paix;Paris
355;601478;Chloé;Petit;Marseille Rue de la Paix;91229;5466487910;7/5/2002;Rue de la Paix;Marseille
356;185868;Manon;Simon;Strasbourg Boulevard Saint-Germain;6810;3568765861;1/21/1981;Boulevard Saint-Germain;Strasbourg
357;915555;Arthur;Leroy;Strasbourg Rue de Rivoli;68621;5992225064;7/18/1986;Rue de Rivoli;Strasbourg
358;738716;Rose;Bernard;Marseille Rue de la Paix;64977;5170805391;8/20/1991;Rue de la Paix;Marseille
359;877596;Milo;Bernard;Nice Avenue Montaigne;66774;7336525628;5/18/1971;Avenue Montaigne;Nice
360;259354;Chloé;Moreau;Paris Rue de la République;1935;560433174;8/5/1980;Rue de la République;Paris
361;463351;Milo;Moreau;Lyon Rue de Rivoli;18840;5589405386;9/7/1987;Rue de Rivoli;Lyon
362;995205;Inès;Moreau;Nice Avenue des Champs-Élysées;99337;1822772230;5/5/1985;Avenue des Champs-Élysées;Nice
363;718208;Louis;Martin;Paris Rue de la Paix;5592;6137794474;7/7/2001;Rue de la Paix;Paris
364;225830;Léa;Dubois;Lyon Rue Lafayette;59446;8529126904;1/1/1976;Rue Lafayette;Lyon
365;373913;Hugo;Bernard;Nice Avenue des Champs-Élysées;89031;1961322234;2/20/2000;Avenue des Champs-Élysées;Nice
366;915555;Chloé;Richard;Strasbourg Boulevard Haussmann;87118;7350564937;4/6/1983;Boulevard Haussmann;Strasbourg
367;486895;Nathan;Petit;Marseille Rue de Rivoli;72429;1074730526;8/17/1980;Rue de Rivoli;Marseille
368;489157;Nathan;Richard;Lyon Avenue Victor Hugo;752;4074169606;6/6/1988;Avenue Victor Hugo;Lyon
369;740663;Rose;Richard;Lyon Avenue Montaigne;32632;9378532985;12/20/1983;Avenue Montaigne;Lyon
370;225830;Nathan;Durand;Strasbourg Rue de la Paix;22888;1131395611;8/15/1978;Rue de la Paix;Strasbourg
371;89670;Camille;Martin;Toulouse Avenue des Champs-Élysées;47981;6642707079;7/23/1985;Avenue des Champs-Élysées;Toulouse
372;839752;Léa;Leroy;Paris Rue de la République;24343;9338060111;11/22/2005;Rue de la République;Paris
373;498898;Inès;Leroy;Marseille Rue des Martyrs;480;7180836761;10/29/1981;Rue des Martyrs;Marseille
374;290708;Hugo;Dubois;Strasbourg Boulevard Haussmann;20520;4093450684;6/9/1989;Boulevard Haussmann;Strasbourg
375;591353;Emma;Petit;Marseille Rue de la Paix;15894;3956485211;8/7/1975;Rue de la Paix;Marseille
376;558491;Hugo;Martin;Toulouse Boulevard Saint-Germain;80;2327089077;8/5/1987;Boulevard Saint-Germain;Toulouse
377;991010;Inès;Thomas;Lyon Avenue Victor Hugo;45604;2555221948;3/29/1996;Avenue Victor Hugo;Lyon
378;398303;Léa;Durand;Paris Rue de Rivoli;97963;6332169362;9/8/1989;Rue de Rivoli;Paris
379;53176;Rose;Simon;Paris Rue Lafayette;4226;5218453358;10/5/1981;Rue Lafayette;Paris
380;822305;Hugo;Richard;Paris Rue des Martyrs;18054;2126587551;4/28/1998;Rue des Martyrs;Paris
381;;Jade;Simon;Paris Avenue Montaigne;95204;80689736;11/29/2004;Avenue Montaigne;Paris
382;;Léa;Durand;Strasbourg Boulevard Saint-Germain;43609;3988880876;3/14/2002;Boulevard Saint-Germain;Strasbourg
383;;Jade;Leroy;Marseille Boulevard Haussmann;60894;9541455621;12/18/1988;Boulevard Haussmann;Marseille
384;;Lucas;Dubois;Paris Rue Lafayette;30167;2857652305;12/12/1974;Rue Lafayette;Paris
385;;Camille;Durand;Strasbourg Boulevard Haussmann;89974;7760942869;12/22/1991;Boulevard Haussmann;Strasbourg
386;;Emma;Bernard;Lyon Avenue des Champs-Élysées;66402;6778328983;6/16/1979;Avenue des Champs-Élysées;Lyon
387;;Hugo;Petit;Paris Avenue Victor Hugo;54133;1319737552;7/13/1982;Avenue Victor Hugo;Paris
388;;Inès;Dubois;Toulouse Boulevard Haussmann;28477;8877287519;5/20/1994;Boulevard Haussmann;Toulouse
389;;Milo;Robert;Lyon Boulevard Haussmann;31044;5720994580;4/28/1972;Boulevard Haussmann;Lyon
390;;Léa;Martin;Toulouse Boulevard Saint-Germain;67166;4427731198;10/2/1973;Boulevard Saint-Germain;Toulouse
391;;Gabriel;Moreau;Nice Boulevard Saint-Germain;20234;978212983;6/9/1982;Boulevard Saint-Germain;Nice
392;;Nathan;Dubois;Toulouse Boulevard Haussmann;22931;2852781662;5/29/1970;Boulevard Haussmann;Toulouse
393;;Manon;Dubois;Strasbourg Rue de Rivoli;44648;1940558735;12/29/2002;Rue de Rivoli;Strasbourg
394;;Gabriel;Dubois;Strasbourg Rue Lafayette;26579;6356840765;10/28/2003;Rue Lafayette;Strasbourg
395;;Hugo;Durand;Paris Rue des Martyrs;97483;645227781;1/15/1985;Rue des Martyrs;Paris
396;;Manon;Richard;Marseille Avenue Victor Hugo;94654;5623685821;4/4/2000;Avenue Victor Hugo;Marseille
397;;Emma;Martin;Toulouse Avenue Montaigne;97551;5896941889;4/18/1978;Avenue Montaigne;Toulouse
398;;Hugo;Leroy;Marseille Rue Lafayette;68594;3936426570;11/23/1995;Rue Lafayette;Marseille
399;;Manon;Thomas;Toulouse Rue de la Paix;18239;6860629916;8/9/1981;Rue de la Paix;Toulouse
400;;Milo;Thomas;Toulouse Rue de la République;49030;7664017866;12/3/1983;Rue de la République;Toulouse
401;567930;Inès;Robert;Paris Avenue Montaigne;63764;3335243943;6/3/1991;Avenue Montaigne;Paris
402;263731;Chloé;Dubois;Lyon Boulevard Saint-Germain;14442;6527701543;6/7/2001;Boulevard Saint-Germain;Lyon
403;185969;Milo;Martin;Strasbourg Rue Lafayette;32266;1702995437;12/14/1998;Rue Lafayette;Strasbourg
404;962490;Hugo;Martin;Paris Avenue des Champs-Élysées;41140;2277420638;3/1/1975;Avenue des Champs-Élysées;Paris
405;439477;Emma;Robert;Paris Avenue Montaigne;11364;6078277294;10/20/1997;Avenue Montaigne;Paris
406;915555;Gabriel;Robert;Marseille Rue des Martyrs;67465;2257979753;1/7/2005;Rue des Martyrs;Marseille
407;422019;Jade;Leroy;Nice Rue de Rivoli;71155;1664616421;7/17/1988;Rue de Rivoli;Nice
408;777821;Jade;Thomas;Strasbourg Avenue Montaigne;974;9903736533;5/22/1987;Avenue Montaigne;Strasbourg
409;407023;Gabriel;Leroy;Strasbourg Boulevard Haussmann;39568;4673680898;4/15/1983;Boulevard Haussmann;Strasbourg
410;770330;Milo;Leroy;Strasbourg Boulevard Saint-Germain;40421;4224708061;6/21/1977;Boulevard Saint-Germain;Strasbourg
411;388054;Nathan;Robert;Paris Rue des Martyrs;12942;4128503142;7/11/1988;Rue des Martyrs;Paris
412;637534;Emma;Robert;Lyon Rue des Martyrs;69413;9312250175;9/21/1979;Rue des Martyrs;Lyon
413;225830;Lucas;Thomas;Marseille Rue de la Paix;31487;9549349454;7/25/1982;Rue de la Paix;Marseille
414;877596;Gabriel;Dubois;Nice Rue de la République;30848;2565691580;1/25/1994;Rue de la République;Nice
415;869418;Camille;Moreau;Marseille Avenue Victor Hugo;40788;753262983;2/22/2002;Avenue Victor Hugo;Marseille
416;849977;Léa;Thomas;Toulouse Boulevard Haussmann;89366;349709084;5/17/2002;Boulevard Haussmann;Toulouse
417;969082;Manon;Robert;Marseille Avenue Victor Hugo;58429;9414895965;6/1/1984;Avenue Victor Hugo;Marseille
418;467940;Louis;Robert;Toulouse Avenue Victor Hugo;19002;906980445;7/10/1995;Avenue Victor Hugo;Toulouse
419;8424;Inès;Leroy;Strasbourg Boulevard Saint-Germain;20054;4320183576;5/27/1971;Boulevard Saint-Germain;Strasbourg
420;219484;Louis;Thomas;Nice Rue de la Paix;68363;3107449970;11/28/1989;Rue de la Paix;Nice
421;905532;Hugo;Leroy;Paris Boulevard Saint-Germain;78501;5585584421;10/19/1989;Boulevard Saint-Germain;Paris
422;286523;Chloé;Durand;Strasbourg Boulevard Haussmann;10194;8854960535;10/26/1985;Boulevard Haussmann;Strasbourg
423;259354;Camille;Dubois;Lyon Avenue des Champs-Élysées;22961;5383414894;4/16/1999;Avenue des Champs-Élysées;Lyon
424;931946;Jade;Petit;Nice Rue de Rivoli;88499;4376030988;11/23/1994;Rue de Rivoli;Nice
425;423302;Milo;Dubois;Marseille Avenue Victor Hugo;93606;9716203276;3/10/2005;Avenue Victor Hugo;Marseille
426;626431;Nathan;Simon;Strasbourg Avenue des Champs-Élysées;28415;320025268;6/1/2000;Avenue des Champs-Élysées;Strasbourg
427;767774;Emma;Thomas;Toulouse Rue des Martyrs;73903;2985805661;6/22/1975;Rue des Martyrs;Toulouse
428;41443;Lucas;Richard;Strasbourg Rue des Martyrs;47854;8494045512;8/5/1991;Rue des Martyrs;Strasbourg
429;627072;Nathan;Durand;Paris Rue de la Paix;78725;6190455182;2/26/2001;Rue de la Paix;Paris
430;402657;Léa;Thomas;Nice Avenue Montaigne;38942;2751940854;4/10/1976;Avenue Montaigne;Nice
431;407023;Emma;Leroy;Lyon Rue de la Paix;41345;1349647500;4/7/1992;Rue de la Paix;Lyon
432;338240;Manon;Simon;Nice Rue de Rivoli;30674;2582907911;6/18/1998;Rue de Rivoli;Nice
433;173922;Camille;Durand;Strasbourg Boulevard Saint-Germain;85754;8892339214;1/23/1986;Boulevard Saint-Germain;Strasbourg
434;69960;Rose;Petit;Paris Avenue des Champs-Élysées;7675;1435782658;6/22/1988;Avenue des Champs-Élysées;Paris
435;516686;Chloé;Richard;Nice Boulevard Haussmann;33581;449201155;3/29/1975;Boulevard Haussmann;Nice
436;242121;Léa;Robert;Lyon Boulevard Haussmann;50954;1304504638;11/4/1999;Boulevard Haussmann;Lyon
437;654353;Chloé;Leroy;Strasbourg Boulevard Haussmann;47159;8502533088;8/9/1975;Boulevard Haussmann;Strasbourg
438;142591;Nathan;Durand;Paris Avenue des Champs-Élysées;69106;4242137885;4/22/1978;Avenue des Champs-Élysées;Paris
439;724328;Lucas;Moreau;Marseille Rue de Rivoli;84596;7242964131;3/23/1973;Rue de Rivoli;Marseille
440;574680;Léa;Leroy;Lyon Rue des Martyrs;86895;8989715075;10/23/1985;Rue des Martyrs;Lyon
441;905532;Louis;Moreau;Marseille Rue de la République;80246;5662460892;12/20/1985;Rue de la République;Marseille
442;213994;Rose;Bernard;Lyon Boulevard Haussmann;88679;3457020558;1/21/1980;Boulevard Haussmann;Lyon
443;591353;Léa;Leroy;Paris Boulevard Saint-Germain;95780;7271678190;1/18/2002;Boulevard Saint-Germain;Paris
444;724283;Arthur;Thomas;Lyon Rue Lafayette;15546;7451880451;11/24/2000;Rue Lafayette;Lyon
445;500094;Gabriel;Robert;Paris Avenue Victor Hugo;25053;4575875902;9/10/2002;Avenue Victor Hugo;Paris
446;276982;Lucas;Petit;Strasbourg Avenue Montaigne;75804;5670886526;12/7/1989;Avenue Montaigne;Strasbourg
447;153807;Lucas;Leroy;Lyon Avenue Montaigne;33208;6352511015;5/13/1986;Avenue Montaigne;Lyon
448;648312;Emma;Bernard;Paris Avenue Victor Hugo;35020;1290284784;1/5/1978;Avenue Victor Hugo;Paris
449;274711;Arthur;Leroy;Nice Rue de la République;56502;1464847886;4/10/2004;Rue de la République;Nice
450;51613;Hugo;Durand;Marseille Rue des Martyrs;45057;1268370851;3/5/1996;Rue des Martyrs;Marseille
451;728355;Lucas;Thomas;Lyon Avenue Montaigne;44319;7767779548;6/15/1990;Avenue Montaigne;Lyon
452;164708;Louis;Martin;Toulouse Avenue des Champs-Élysées;74029;9397585959;2/5/2005;Avenue des Champs-Élysées;Toulouse
453;407023;Nathan;Leroy;Lyon Rue de la République;30455;8549765481;4/25/1982;Rue de la République;Lyon
454;36032;Manon;Durand;Marseille Rue de la République;25207;7457746171;8/4/1997;Rue de la République;Marseille
455;520568;Lucas;Dubois;Nice Rue Lafayette;98724;2999398263;11/15/1999;Rue Lafayette;Nice
456;103554;Inès;Petit;Nice Boulevard Saint-Germain;35059;5303268225;8/7/1977;Boulevard Saint-Germain;Nice
457;468873;Gabriel;Moreau;Lyon Avenue des Champs-Élysées;96517;9440731451;9/7/1990;Avenue des Champs-Élysées;Lyon
458;305750;Chloé;Robert;Nice Boulevard Haussmann;17287;894425757;6/7/1970;Boulevard Haussmann;Nice
459;302218;Lucas;Robert;Toulouse Boulevard Saint-Germain;2837;971275076;6/16/1982;Boulevard Saint-Germain;Toulouse
460;422019;Milo;Bernard;Marseille Avenue des Champs-Élysées;3615;5869669812;6/9/1989;Avenue des Champs-Élysées;Marseille
461;210;Chloé;Leroy;Nice Rue Lafayette;36631;1427892857;3/15/1976;Rue Lafayette;Nice
462;996;Inès;Moreau;Nice Boulevard Saint-Germain;46727;5835309821;10/4/1978;Boulevard Saint-Germain;Nice
463;620;Léa;Bernard;Nice Boulevard Saint-Germain;26608;184768421;5/18/1972;Boulevard Saint-Germain;Nice
464;672;Louis;Dubois;Marseille Rue Lafayette;3780;1525499904;9/17/1973;Rue Lafayette;Marseille
465;499;Nathan;Richard;Nice Rue Lafayette;32618;9197949426;2/19/1981;Rue Lafayette;Nice
466;660;Lucas;Petit;Paris Avenue Victor Hugo;86107;4773472766;7/17/1991;Avenue Victor Hugo;Paris
467;747;Emma;Moreau;Strasbourg Rue de Rivoli;29896;5129182588;12/7/2002;Rue de Rivoli;Strasbourg
468;769;Nathan;Martin;Strasbourg Rue de la Paix;35341;6847724102;5/10/2002;Rue de la Paix;Strasbourg
469;135;Léa;Dubois;Paris Boulevard Saint-Germain;43815;9910364107;7/7/2001;Boulevard Saint-Germain;Paris
470;871;Gabriel;Richard;Nice Rue de la Paix;82238;771775229;4/11/1995;Rue de la Paix;Nice
471;570;Léa;Thomas;Marseille Rue Lafayette;86493;1337414786;4/9/1986;Rue Lafayette;Marseille
472;797;Gabriel;Martin;Toulouse Rue Lafayette;28274;5650385327;12/12/1988;Rue Lafayette;Toulouse
473;986;Arthur;Moreau;Marseille Avenue Montaigne;67379;4719110665;9/16/1978;Avenue Montaigne;Marseille
474;401;Emma;Dubois;Strasbourg Rue de Rivoli;89402;8368341531;4/21/1974;Rue de Rivoli;Strasbourg
475;653;Camille;Leroy;Strasbourg Rue des Martyrs;29888;408897791;8/24/1971;Rue des Martyrs;Strasbourg
